R_center,X_bar,std,n,var
1022501.0,0.6068274321966992,0.2791305807006009,2251,0.0779138810822547
1067511.0,0.6067002443331626,0.279086238009013,2250,0.07788912824602345
1112511.0,0.6065515088480915,0.2791231474886202,2250,0.07790973146395404
1157511.0,0.6063831803605791,0.2791466881497855,2250,0.07792287350499359
1202511.0,0.6063362793380231,0.2790955158392559,2250,0.07789430696158034
1247511.0,0.6062102857668489,0.2790324688805313,2250,0.07785911868956466
1292511.0,0.6060928471410578,0.279135649105604,2250,0.07791671060160689
1337511.0,0.6060561754755823,0.2790672026196743,2250,0.07787850357797037
1382511.0,0.6058616014511604,0.27901354323748123,2250,0.07784855730993381
1427511.0,0.6056865015699173,0.27903434615371353,2250,0.07786016633343043
1472511.0,0.6056782507560938,0.27894086859371503,2250,0.0778080081718162
1517511.0,0.6056071841477112,0.27897884292644687,2250,0.07782919480057911
1562511.0,0.6055333425654857,0.2790535496168251,2250,0.07787088355374987
1607511.0,0.6054543330813071,0.27899180434322945,2250,0.07783642689069083
1652511.0,0.6054248417367405,0.27896772177415974,2250,0.077822989791865
1697511.0,0.6053259350944746,0.27906826104117066,2250,0.07787909432054298
1742511.0,0.6052537289543707,0.2789768245816895,2250,0.07782806865368275
1787511.0,0.6051715326311982,0.278946201578014,2250,0.07781098337480201
1832511.0,0.6050814798729187,0.27902233648984504,2250,0.0778534642602523
1877511.0,0.6050517639319329,0.2789257231803685,2250,0.07779955905169156
1922511.0,0.605003896621184,0.27896160018738875,2250,0.07781957437910852
1967511.0,0.604880125178932,0.27899894642814876,2250,0.07784041210801702
2012511.0,0.6048255339693587,0.2789184498920729,2250,0.07779550169019676
2057511.0,0.6047856801733974,0.27888266677949597,2250,0.07777554183004338
2102511.0,0.6046796627264667,0.2789729270719015,2250,0.07782589403906448
2147511.0,0.6046187684162738,0.2788838042434545,2250,0.07777617626930144
2192511.0,0.6045789873286391,0.27888845258217027,2250,0.07777876898367743
2237511.0,0.6045631262614187,0.27896140787920104,2250,0.07781946708594596
2282511.0,0.6045177032154182,0.2788554200794468,2250,0.07776034530768475
2327511.0,0.6044775322353694,0.2788910104189158,2250,0.07778019569248379
2372511.0,0.604362909768024,0.2789221713873178,2250,0.07779757769141628
2417511.0,0.6043534181119721,0.2788576750901032,2250,0.07776160295665754
2462511.0,0.6042927808100653,0.2788283303982046,2250,0.07774523783265035
2507511.0,0.6042037502744146,0.2789132823715165,2250,0.07779261908325331
2552511.0,0.6041723814721236,0.278845012060875,2250,0.0777545407512295
2597511.0,0.6041383229348374,0.27881847580649216,2250,0.07773974245105546
2642511.0,0.6040733026427333,0.2788976286898471,2250,0.07778388728881981
2687511.0,0.6040622563433453,0.27877590898126814,2250,0.0777160074283323
2732511.0,0.6040291748680516,0.2788226177823448,2250,0.07774205218699953
2777511.0,0.6039208122782774,0.2788559698284392,2250,0.07776065190895938
2822511.0,0.6039072984502609,0.2788002643079368,2250,0.07772958737817542
2867511.0,0.6038767815874556,0.2787728216727321,2250,0.07771428610337688
2912511.0,0.6037748832109857,0.2788270959823027,2250,0.07774454945392424
2957511.0,0.6037959591716546,0.27877203243076315,2250,0.07771384606557846
3002511.0,0.6037236794670093,0.27877775224313595,2250,0.07771703514573529
3047511.0,0.6036766387774608,0.2788258944832461,2250,0.07774387943438227
3092511.0,0.6036535773216285,0.27873011003166887,2250,0.07769047423826624
3137511.0,0.6036114322119103,0.2787528834667469,2250,0.0777031700410258
3182511.0,0.603550145078132,0.27882305930852797,2250,0.0777422984021669
3227511.0,0.603555242826275,0.2787429179364748,2250,0.07769761429974034
3272511.0,0.6035385279608178,0.2787247568280578,2250,0.07768749006885996
3317511.0,0.6034674624401263,0.27880295396055077,2250,0.07773108713712899
3362511.0,0.6034457184042662,0.27873512729964245,2250,0.07769327119074788
3407511.0,0.6034144969051568,0.27873099722590033,2250,0.07769096881454486
3452511.0,0.6033757283062959,0.27880145694134734,2250,0.07773025239261795
3497511.0,0.6034137610127374,0.27873813870854,2250,0.07769494997070127
3542511.0,0.6033436417089991,0.27876578343774017,2250,0.07771036201565705
3587511.0,0.6032613533803765,0.2787780542286143,2250,0.07771720351949221
3632511.0,0.6032642060602702,0.2787194330716041,2250,0.07768452237175638
3677511.0,0.6032533643319827,0.2787023307444929,2250,0.07767498916241272
3722511.0,0.6031749484413156,0.2787916047446699,2250,0.07772475887610825
3767511.0,0.603175789902299,0.27870947427366194,2250,0.07767897104990103
3812511.0,0.6031476120972422,0.2787076137745523,2250,0.077677933975905
3857511.0,0.6030902318461822,0.27876842470048263,2250,0.07771183460998865
3902511.0,0.6031100646339748,0.27866977624750744,2250,0.07765684419383587
3947511.0,0.603077297897513,0.27870954130663284,2250,0.07767900841535368
3992511.0,0.6030108689543173,0.27876334249232,2250,0.07770900111749049
4037511.0,0.6030212144343903,0.2787049696299007,2250,0.07767646009640387
4082511.0,0.6029995167809022,0.2786792908188759,2250,0.0776621471313116
4127511.0,0.602937922679488,0.2787582870087471,2250,0.07770618257605102
4172511.0,0.6029703335071023,0.27870527341039447,2250,0.07767662942676273
4217511.0,0.6029099330873329,0.27868462406308897,2250,0.07766511968918523
4262511.0,0.602878609702913,0.2787472216428936,2250,0.07770001357363246
4307511.0,0.6028934224975782,0.2786711706894106,2250,0.07765762137340662
4352511.0,0.6028500740489783,0.27868883108164083,2250,0.07766746456965133
4397511.0,0.6028253449196412,0.2787558108133729,2250,0.07770480206222095
4442511.0,0.6028176412296804,0.2786963153834496,2250,0.07767163620831119
4487511.0,0.6028096620299769,0.27867620291757306,2250,0.07766042607255635
4532511.0,0.6027380317803911,0.2787371388971605,2250,0.07769439260057495
4577511.0,0.602727811820905,0.2787006534235507,2250,0.07767405421871414
4622511.0,0.6027144609366271,0.2786826007147814,2250,0.07766399194115428
4667511.0,0.6026652373139586,0.2787380961212597,2250,0.07769492622930461
4712511.0,0.6026991532328035,0.2786727359188112,2250,0.07765849374447549
4757511.0,0.6026519750911858,0.2786923798183898,2250,0.07766944256883763
4802511.0,0.6026209946396707,0.27873789294144785,2250,0.07769481296143804
4847511.0,0.6025854543803822,0.2786478966531653,2250,0.0776446503092331
4892511.0,0.6025841291529618,0.27863800731993166,2250,0.07763913912322229
4937511.0,0.6025174675243302,0.27872565375618297,2250,0.0776879900618116
4982511.0,0.6025324074981631,0.27864789209323626,2250,0.07764464776800384
5027511.0,0.6025027721350649,0.27865675160017744,2250,0.077649585212363
5072511.0,0.6024432339339075,0.27872013717409494,2250,0.0776849148663463
5117511.0,0.6024835462602991,0.2786324613695969,2250,0.07763604852887991
5162511.0,0.6024418190054911,0.278637878711536,2250,0.07763906745286465
5207511.0,0.6023845496891093,0.278689426806102,2250,0.07766779661351367
5252511.0,0.6023763559268303,0.2786283506573348,2250,0.07763375779002674
5297511.0,0.6023906058586969,0.27861473624674693,2250,0.07762617125384436
5342511.0,0.6023320784740684,0.27868605589323886,2250,0.07766591774932946
5387511.0,0.602352615582916,0.2786381807231938,2250,0.0776392357567312
5432511.0,0.6023381182511008,0.27864447590333147,2250,0.07764274395144227
5477511.0,0.6023016442452146,0.27871044071894024,2250,0.0776795097657459
5522511.0,0.602339462262884,0.27863407549010927,2250,0.07763694802422791
5567511.0,0.6023028975847294,0.27864841696762244,2250,0.07764494027856197
5612511.0,0.6022390054093435,0.278699511673488,2250,0.07767341780704068
5657511.0,0.6022362104160822,0.2786270510078971,2250,0.07763303355335728
5702511.0,0.6022253122653684,0.27860651503190886,2250,0.07762159021822526
5747511.0,0.6021609277008257,0.2786805998695898,2250,0.07766287674367442
5792511.0,0.6021915236542031,0.2786407814200172,2250,0.0776406850703578
5837511.0,0.6021579471844524,0.27863551622594795,2250,0.07763775090250051
5882511.0,0.60211809034052,0.2786730774454343,2250,0.07765868409290902
5927511.0,0.6021359600364609,0.27860806936498567,2250,0.07762245631528467
5972511.0,0.6021114748565525,0.27864843290107477,2250,0.07764494915822477
6017511.0,0.6020673934961369,0.27867423021239884,2250,0.07765932658447307
6062511.0,0.6020699244168155,0.2786114770913736,2250,0.07762435516703702
6107511.0,0.6020676768992742,0.2785997946206576,2250,0.0776178455626726
6152511.0,0.6020063061524675,0.27868977147406626,2250,0.07766798872426728
6197511.0,0.6020253985051618,0.2786076163309009,2250,0.07762220387758649
6242511.0,0.6020023128749338,0.2786078956676508,2250,0.0776223595283566
6287511.0,0.601983814593468,0.2786797385058946,2250,0.0776623966537138
6332511.0,0.6019767989324,0.27857446461780194,2250,0.07760373233709499
6377511.0,0.6019542556397396,0.27860326800942786,2250,0.0776197809455331
6422511.0,0.6019119595338058,0.2786692100434187,2250,0.07765652862622302
6467511.0,0.6019294363140911,0.27861335194663883,2250,0.07762539988294163
6512511.0,0.6019014465007138,0.2785604723051299,2250,0.07759593673085706
6557511.0,0.6018691124022929,0.27865487790800414,2250,0.0776485409819247
6602511.0,0.6018678707991338,0.27858139525091313,2250,0.07760759377994549
6647511.0,0.6018471940512818,0.2785905884676159,2250,0.07761271598273253
6692511.0,0.6018101935859685,0.27864298666172976,2250,0.0776419140157689
6737511.0,0.601840189814251,0.2785627236010615,2250,0.07759719098004138
6782511.0,0.601819482572728,0.27857929243756124,2250,0.07760642217501226
6827511.0,0.6017796568513232,0.2786452798855314,2250,0.07764319200248612
6872511.0,0.601807108136724,0.27858259766596427,2250,0.07760826372231652
6917511.0,0.6018171042674288,0.27857903485698826,2250,0.07760627866185107
6962511.0,0.6017452608390897,0.2786429657093654,2250,0.07764190233931059
7007511.0,0.6017776931959925,0.27860751371342846,2250,0.07762214669757822
7052511.0,0.6017429560699467,0.2785830681917863,2250,0.07760852588314945
7097511.0,0.6017072996736946,0.2786297923362296,2250,0.07763456117733042
7142511.0,0.6017276829002041,0.27854660534285763,2250,0.07758821134802968
7187511.0,0.6016953533019538,0.27858578130617784,2250,0.07761003754597355
7232511.0,0.6016499435790116,0.2786193977602525,2250,0.0776287688082858
7277511.0,0.6016639907073413,0.2785529307434647,2250,0.07759173522577345
7322511.0,0.6016691195739374,0.27854210046583944,2250,0.0775857017319218
7367511.0,0.6016301214113173,0.2786343022535235,2250,0.07763707439230788
7412511.0,0.6016418669478716,0.2785541158486542,2250,0.07759239545622545
7457511.0,0.6016413601933813,0.27856969705102136,2250,0.07760107611509781
7502511.0,0.6015770471089809,0.2786166276973984,2250,0.07762722522947073
7547511.0,0.6016077726892608,0.2785297847575312,2250,0.07757884099707667
7592511.0,0.6015671453930285,0.2785390345776576,2250,0.07758399378345354
7637511.0,0.6015311795427062,0.27860232675352353,2250,0.0776192564724771
7682511.0,0.6015671082887805,0.2785726952499025,2250,0.07760274653879506
7727511.0,0.6015578438802742,0.2785224659530263,2250,0.0775747640405547
7772511.0,0.6015127832933067,0.27861128688998593,2250,0.07762424918249404
7817511.0,0.6015151557589742,0.27853840616593006,2250,0.07758364370945663
7862511.0,0.6015111027386555,0.278561462157856,2250,0.07759648819952264
7907511.0,0.6014447623163667,0.27859306567734216,2250,0.07761409624349988
7952511.0,0.6015001102529258,0.2785280340071618,2250,0.07757786572789468
7997511.0,0.6014736764782391,0.278551983618921,2250,0.07759120757803561
8042511.0,0.6014242560939338,0.27860451033833455,2250,0.07762047318086317
8087511.0,0.6014603885254325,0.278547352978857,2250,0.07758862785152797
8132511.0,0.6014308455067618,0.278519798166415,2250,0.07757327797066053
8177511.0,0.6013956000393915,0.2785971282175266,2250,0.07761635985105295
8222511.0,0.6013977801014506,0.2785491199754838,2250,0.07758961223911648
8267511.0,0.601403247596776,0.27855059771198853,2250,0.07759043548570607
8312511.0,0.6013660740027822,0.27859959886401015,2250,0.07761773648718737
8357511.0,0.6013843670608515,0.2785107768825152,2250,0.07756825283970216
8402511.0,0.6013633502357395,0.2785509610446808,2250,0.07759063789891528
8447511.0,0.6013410126432316,0.27859794839456675,2250,0.07761681684966168
8492511.0,0.601356562805952,0.2785515952662461,2250,0.0775909912253706
8537511.0,0.6013444030976218,0.2785151017003571,2250,0.07757066187516025
8582511.0,0.6012929248134036,0.27859955600398495,2250,0.07761771260561755
8627511.0,0.6013144887056093,0.2785404435308097,2250,0.07758477868234019
8672511.0,0.6012967678626823,0.2785363254740846,2250,0.07758248460860517
8717511.0,0.6012601464025659,0.278603970601066,2250,0.07762017243467965
8762511.0,0.6012951342888467,0.2785218136517077,2250,0.07757440067983659
8807511.0,0.6012757145586969,0.27852987102492827,2250,0.07757888905316318
8852511.0,0.6012436137445581,0.27859249265102376,2250,0.07761377696151073
8897511.0,0.6012418806450005,0.2785439994960764,2250,0.0775867596552702
8942511.0,0.6012659737036761,0.27852107124684494,2250,0.07757398712849008
8987511.0,0.6012135941959748,0.2785967861287156,2250,0.07761616924124928
9032511.0,0.601216655855608,0.2785307539617371,2250,0.07757938090249372
9077511.0,0.6012007608942622,0.2785399754966378,2250,0.07758451794966757
9122511.0,0.6011506387935613,0.2785678823267589,2250,0.07760006506401498
9167511.0,0.6011939457974063,0.27850423608823255,2250,0.07756460951908997
9212511.0,0.6011620180837492,0.2785211812857304,2250,0.07757404842479869
9257511.0,0.6011221567739071,0.2785864464651873,2250,0.07761040815410068
9302511.0,0.6011541801909778,0.27851906242775964,2250,0.07757286813563827
9347511.0,0.6011528741023197,0.2785034886145025,2250,0.07756419317044834
