D,R,N_R,H_R,C_sigma_inerte,v2_R,v5_R,method_row,n_samples,n_hits,se_N_R,seed,grid_name
-19,102,37.0,1.6666666666666667,1.006611729950106,1,0,exact,101,37,0.0,20260217,complement
-19,105,37.0,1.6666666666666667,0.9839801883190192,0,1,exact,104,37,0.0,20260217,complement
-19,110,25.0,1.0,1.0682909922255492,1,1,exact,109,25,0.0,20260217,complement
-19,122,25.0,1.0,0.9844305419535362,1,0,exact,121,25,0.0,20260217,complement
-19,124,27.0,1.064516129032258,0.9859666838737576,2,0,exact,123,27,0.0,20260217,complement
-19,142,28.0,1.028169014084507,0.9504325863892829,1,0,exact,141,28,0.0,20260217,complement
-19,155,34.0,1.064516129032258,1.039251236213663,0,1,exact,154,34,0.0,20260217,complement
-19,162,65.0,1.9876543209876543,1.0269992602177171,1,0,exact,161,65,0.0,20260217,complement
-19,164,36.0,1.048780487804878,1.067413903498088,2,0,exact,163,36,0.0,20260217,complement
-19,168,52.0,1.6666666666666667,0.9515933104606052,3,0,exact,167,52,0.0,20260217,complement
-19,182,44.0,1.153846153846154,1.0903633058637092,1,0,exact,181,44,0.0,20260217,complement
-19,202,39.0,1.0,1.0248635653398366,1,0,exact,201,39,0.0,20260217,complement
-19,204,64.0,1.6666666666666667,1.0010578811942055,2,0,exact,203,64,0.0,20260217,complement
-19,205,44.0,1.048780487804878,1.0893601817771628,0,1,exact,204,44,0.0,20260217,complement
-19,210,63.0,1.6666666666666667,0.9624793555291442,1,1,exact,209,63,0.0,20260217,complement
-19,220,41.0,1.0,1.0051760427293037,2,1,exact,219,41,0.0,20260217,complement
-19,222,71.0,1.756756756756757,0.9835643438793121,1,0,exact,221,71,0.0,20260217,complement
-19,242,44.0,1.0,0.997988677483034,1,0,exact,241,44,0.0,20260217,complement
-19,244,42.0,1.0,0.9462338748455512,2,0,exact,243,42,0.0,20260217,complement
-19,248,48.0,1.064516129032258,1.002441590211815,3,0,exact,247,48,0.0,20260217,complement
-19,255,73.0,1.6666666666666667,0.9517935030507414,0,1,exact,254,73,0.0,20260217,complement
-19,262,46.0,1.0,0.9776482716527116,1,0,exact,261,46,0.0,20260217,complement
-19,275,48.0,1.0,0.9803818643199834,0,2,exact,274,48,0.0,20260217,complement
-19,282,78.0,1.6666666666666667,0.936316492623772,1,0,exact,281,78,0.0,20260217,complement
-19,284,51.0,1.028169014084507,0.9866359114596628,2,0,exact,283,51,0.0,20260217,complement
-19,302,52.0,1.0132450331125828,0.9703993624297165,1,0,exact,301,52,0.0,20260217,complement
-19,305,51.0,1.0,0.9565111495310755,0,1,exact,304,51,0.0,20260217,complement
-19,310,59.0,1.064516129032258,1.0256295925796133,1,1,exact,309,59,0.0,20260217,complement
-19,322,56.0,1.0,1.0042698340077232,1,0,exact,321,56,0.0,20260217,complement
-19,324,112.0,1.9876543209876543,1.0053466983986659,2,0,exact,323,112,0.0,20260217,complement
-19,328,60.0,1.048780487804878,1.0104093502995601,3,0,exact,327,60,0.0,20260217,complement
-19,342,53.0,1.8888888888888888,0.47870738245250477,1,0,exact,341,53,0.0,20260217,complement
-19,355,61.0,1.028169014084507,0.9813676305698641,0,1,exact,354,61,0.0,20260217,complement
-19,362,59.0,1.011049723756906,0.9497459248571599,1,0,exact,361,59,0.0,20260217,complement
-19,364,76.0,1.153846153846154,1.0671040331914101,2,0,exact,363,76,0.0,20260217,complement
-19,382,63.0,1.0,0.9805274825712414,1,0,exact,381,63,0.0,20260217,complement
