D,R,N_R,H_R,C_sigma_inerte,v2_R,v5_R,method_row,n_samples,n_hits,se_N_R,seed,grid_name
-67,101,12.0,1.0198019801980198,0.5376839437096613,0,0,exact,100,12,0.0,20260217,principal
-67,121,16.0,1.1983471074380165,0.5291906808934336,0,0,exact,120,16,0.0,20260217,principal
-67,141,20.0,1.6666666666666667,0.4211710545002697,0,0,exact,140,20,0.0,20260217,principal
-67,161,19.0,1.2857142857142858,0.4664090963029217,0,0,exact,160,19,0.0,20260217,principal
-67,181,19.0,1.0,0.5456985833925453,0,0,exact,180,19,0.0,20260217,principal
-67,201,22.0,1.6666666666666667,0.3482767402307453,0,0,exact,200,22,0.0,20260217,principal
-67,221,25.0,1.153846153846154,0.5292316374037012,0,0,exact,220,25,0.0,20260217,principal
-67,241,17.0,1.0,0.3868943894993408,0,0,exact,240,17,0.0,20260217,principal
-67,261,40.0,1.8888888888888888,0.4514823859896709,0,0,exact,260,40,0.0,20260217,principal
-67,281,21.0,1.00711743772242,0.4183938093851896,0,0,exact,280,21,0.0,20260217,principal
-67,301,32.0,1.3455149501661128,0.45093216906657785,0,0,exact,300,32,0.0,20260217,principal
-67,321,47.0,1.6666666666666667,0.5070237996020761,0,0,exact,320,47,0.0,20260217,principal
-67,341,42.0,1.2580645161290323,0.5709535292445401,0,0,exact,340,42,0.0,20260217,principal
-67,361,32.0,1.0,0.5220058024006986,0,0,exact,360,32,0.0,20260217,principal
-67,381,42.0,1.6666666666666667,0.3930670452839708,0,0,exact,380,42,0.0,20260217,principal
-67,401,25.0,1.0049875311720697,0.37183383544085424,0,0,exact,400,25,0.0,20260217,principal
