D,R,N_R,H_R,C_sigma_inerte,v2_R,v5_R,method_row,n_samples,n_hits,se_N_R,seed,grid_name
-3,101,27.0,1.0198019801980198,1.2097888733467381,0,0,exact,100,27,0.0,20260217,principal
-3,121,37.0,1.1983471074380165,1.2237534495660651,0,0,exact,120,37,0.0,20260217,principal
-3,141,28.0,1.0425531914893618,0.9426209315006034,0,0,exact,140,28,0.0,20260217,principal
-3,161,42.0,1.0869565217391304,1.219537047596271,0,0,exact,160,42,0.0,20260217,principal
-3,181,40.0,1.0,1.1488391229316743,0,0,exact,180,40,0.0,20260217,principal
-3,201,36.0,1.0,0.9498456551747598,0,0,exact,200,36,0.0,20260217,principal
-3,221,57.0,1.1176470588235294,1.2457298541964044,0,0,exact,220,57,0.0,20260217,principal
-3,241,49.0,1.0,1.1151661814980998,0,0,exact,240,49,0.0,20260217,principal
-3,261,45.0,1.0689655172413792,0.8975032915036604,0,0,exact,260,45,0.0,20260217,principal
-3,281,59.0,1.00711743772242,1.1754873692250565,0,0,exact,280,59,0.0,20260217,principal
-3,301,60.0,1.0,1.137629953106088,0,0,exact,300,60,0.0,20260217,principal
-3,321,55.0,1.0186915887850467,0.9707316873766082,0,0,exact,320,55,0.0,20260217,principal
-3,341,84.0,1.1818181818181819,1.215578481617408,0,0,exact,340,84,0.0,20260217,principal
-3,361,68.0,1.0,1.1092623301014846,0,0,exact,360,68,0.0,20260217,principal
-3,381,59.0,1.0,0.9202760187204079,0,0,exact,380,59,0.0,20260217,principal
-3,401,76.0,1.0049875311720697,1.1303748597401968,0,0,exact,400,76,0.0,20260217,principal
