D,R,N_R,H_R,C_sigma_inerte,v2_R,v5_R,method_row,n_samples,n_hits,se_N_R,seed,grid_name
-11,101,31.0,1.0198019801980198,1.3890168545832917,0,0,exact,100,31,0.0,20260217,principal
-11,121,24.0,1.0,0.9512311825977008,0,0,exact,120,24,0.0,20260217,principal
-11,141,36.0,1.0,1.263513163500809,0,0,exact,140,36,0.0,20260217,principal
-11,161,54.0,1.2857142857142858,1.3255837473872512,0,0,exact,160,54,0.0,20260217,principal
-11,181,43.0,1.0,1.2350020571515499,0,0,exact,180,43,0.0,20260217,principal
-11,201,50.0,1.0,1.319230076631611,0,0,exact,200,50,0.0,20260217,principal
-11,221,74.0,1.2895927601809956,1.4016282102186446,0,0,exact,220,74,0.0,20260217,principal
-11,241,56.0,1.008298755186722,1.263986124590439,0,0,exact,240,56,0.0,20260217,principal
-11,261,66.0,1.0689655172413792,1.316338160872035,0,0,exact,260,66,0.0,20260217,principal
-11,281,62.0,1.00711743772242,1.2352579134229407,0,0,exact,280,62,0.0,20260217,principal
-11,301,94.0,1.3455149501661128,1.3246132466330724,0,0,exact,300,94,0.0,20260217,principal
-11,321,76.0,1.0186915887850467,1.3413746952840404,0,0,exact,320,76,0.0,20260217,principal
-11,341,55.0,1.0,0.9406262060134705,0,0,exact,340,55,0.0,20260217,principal
-11,361,89.0,1.1108033240997228,1.307007826163657,0,0,exact,360,89,0.0,20260217,principal
-11,381,83.0,1.015748031496063,1.2745538711512046,0,0,exact,380,83,0.0,20260217,principal
-11,401,81.0,1.0,1.210750313246464,0,0,exact,400,81,0.0,20260217,principal
