D,R,N_R,H_R,C_sigma_inerte,v2_R,v5_R,method_row,n_samples,n_hits,se_N_R,seed,grid_name
-8,102,27.0,1.0,1.2242575093987775,1,0,exact,101,27,0.0,20260217,complement
-8,105,38.0,1.8000000000000003,0.935716895798867,0,1,exact,104,38,0.0,20260217,complement
-8,110,40.0,1.4000000000000001,1.220903991114913,1,1,exact,109,40,0.0,20260217,complement
-8,122,33.0,1.0327868852459017,1.2581959879063291,1,0,exact,121,33,0.0,20260217,complement
-8,124,19.0,1.064516129032258,0.693828407170422,2,0,exact,123,19,0.0,20260217,complement
-8,142,34.0,1.028169014084507,1.1540967120441292,1,0,exact,141,34,0.0,20260217,complement
-8,155,42.0,1.4903225806451614,0.9169863848944084,0,1,exact,154,42,0.0,20260217,complement
-8,162,39.0,1.0,1.224791710333722,1,0,exact,161,39,0.0,20260217,complement
-8,164,23.0,1.0,0.7152251697558327,2,0,exact,163,23,0.0,20260217,complement
-8,168,19.0,1.2857142857142858,0.4507190537438051,3,0,exact,167,19,0.0,20260217,complement
-8,182,70.0,1.4835164835164838,1.3491869188717616,1,0,exact,181,70,0.0,20260217,complement
-8,202,47.0,1.0198019801980198,1.2111096202808576,1,0,exact,201,47,0.0,20260217,complement
-8,204,27.0,1.0,0.7038688227146757,2,0,exact,203,27,0.0,20260217,complement
-8,205,46.0,1.4000000000000001,0.8531653625099889,0,1,exact,204,46,0.0,20260217,complement
-8,210,91.0,1.8000000000000003,1.2872666277653164,1,1,exact,209,91,0.0,20260217,complement
-8,220,40.0,1.4000000000000001,0.700471109915891,2,1,exact,219,40,0.0,20260217,complement
-8,222,53.0,1.0540540540540542,1.2236833386291914,1,0,exact,221,53,0.0,20260217,complement
-8,242,53.0,1.0,1.2021227251500182,1,0,exact,241,53,0.0,20260217,complement
-8,244,33.0,1.0327868852459017,0.7198672675979193,2,0,exact,243,33,0.0,20260217,complement
-8,248,19.0,1.064516129032258,0.3967997961255101,3,0,exact,247,19,0.0,20260217,complement
-8,255,54.0,1.4000000000000001,0.8381743177550558,0,1,exact,254,54,0.0,20260217,complement
-8,262,56.0,1.0,1.1901805046206924,1,0,exact,261,56,0.0,20260217,complement
-8,275,66.0,1.4800000000000002,0.9108277455675521,0,2,exact,274,66,0.0,20260217,complement
-8,282,65.0,1.0425531914893618,1.247360406840059,1,0,exact,281,65,0.0,20260217,complement
-8,284,34.0,1.028169014084507,0.6577572743064418,2,0,exact,283,34,0.0,20260217,complement
-8,302,64.0,1.0132450331125828,1.194337676836574,1,0,exact,301,64,0.0,20260217,complement
-8,305,69.0,1.4459016393442625,0.8950147677685065,0,1,exact,304,69,0.0,20260217,complement
-8,310,103.0,1.4903225806451614,1.278932784935837,1,1,exact,309,103,0.0,20260217,complement
-8,322,101.0,1.3975155279503106,1.2960660135555229,1,0,exact,321,101,0.0,20260217,complement
-8,324,39.0,1.0,0.6958302380120396,2,0,exact,323,39,0.0,20260217,complement
-8,328,23.0,1.0,0.4062174176610833,3,0,exact,327,23,0.0,20260217,complement
-8,342,74.0,1.0,1.2625029080193941,1,0,exact,341,74,0.0,20260217,complement
-8,355,77.0,1.43943661971831,0.8848396669072544,0,1,exact,354,77,0.0,20260217,complement
-8,362,75.0,1.011049723756906,1.207304141767576,1,0,exact,361,75,0.0,20260217,complement
-8,364,70.0,1.4835164835164838,0.7644458717306883,2,0,exact,363,70,0.0,20260217,complement
-8,382,74.0,1.0104712041884816,1.139795660717323,1,0,exact,381,74,0.0,20260217,complement
