R_center,X_bar,std,n,var,x,y,yhat,resid,w
100091.0,0.8076608432449677,0.0147135203490961,10000,0.00021648768106326502,0.0868520345788934,0.8076608432449677,0.8034645213734927,0.004196321871475006,0.1850033940788992
300091.0,0.7973944741007695,0.008354230535520778,10000,6.979316784062778e-05,0.07929056485496733,0.7973944741007695,0.7972181011249723,0.00017637297579720101,0.5738520977358464
500091.0,0.7945236940145848,0.007780200200380048,10000,6.053151515799374e-05,0.0762047280083212,0.7945236940145848,0.7946689361522515,-0.00014524213766675675,0.6616546053479248
700091.0,0.7928919951588931,0.007491821855357066,10000,5.6127394712405786e-05,0.07429991496416956,0.7928919951588931,0.7930953977790189,-0.00020340262012585875,0.7135723291307844
900091.0,0.7917507905011332,0.007283968494081637,10000,5.3056197022773904e-05,0.07293812412207666,0.7917507905011332,0.7919704421551957,-0.00021965165406256926,0.7548779976782496
1100091.0,0.7908443646416242,0.007131288798166608,10000,5.085527992285654e-05,0.07188605706013378,0.7908443646416242,0.7911013448449563,-0.00025698020333209115,0.7875476417341212
1300091.0,0.790131300006143,0.007011108180460579,10000,4.915563791812125e-05,0.07103309558229161,0.790131300006143,0.7903967257641522,-0.0002654257580092523,0.8147784764727762
1500091.0,0.7895353040007398,0.006901773637953052,10000,4.763447934954371e-05,0.07031836335494311,0.7895353040007398,0.7898062958583029,-0.0002709918575630743,0.8407975970321572
1700091.0,0.7890729469875936,0.006818765463109061,10000,4.649556244088892e-05,0.06970490681492753,0.7890729469875936,0.7892995283259254,-0.000226581338331866,0.8613930807674849
1900091.0,0.788621173807334,0.006743278080327284,10000,4.547179926862242e-05,0.06916867117295268,0.788621173807334,0.7888565518551726,-0.00023537804783857474,0.8807866945483114
2100081.0,0.7882793922991057,0.00668055539161407,9999,4.4629820340423814e-05,0.06869317734409197,0.7882793922991057,0.7884637533134758,-0.00018436101437013797,0.897313732655207
2300071.0,0.7879285386551333,0.006630014056299101,10000,4.3957086386723654e-05,0.06826660584936811,0.7879285386551333,0.788111368801024,-0.0001828301458906001,0.9111376359346429
2500071.0,0.7876210257185783,0.006566049267943007,10000,4.31130029890549e-05,0.0678802308390209,0.7876210257185783,0.7877921900201424,-0.00017116430156416396,0.9289762483755076
2700071.0,0.7873231741471208,0.006527748566914745,10000,4.2611501352857507e-05,0.06752746799166377,0.7873231741471208,0.7875007777586234,-0.00017760361150254145,0.9399095197636933
2900071.0,0.7870662096147599,0.006476802987860826,10000,4.1948976943562925e-05,0.06720319106003894,0.7870662096147599,0.7872328972981066,-0.00016668768334671125,0.954754053402966
3100071.0,0.7868251642563358,0.006441357460573104,10000,4.1491085934880786e-05,0.06690334585005286,0.7868251642563358,0.7869851995277707,-0.0001600352714349329,0.9652906129242612
3300071.0,0.7866045698947248,0.006404526769382924,10000,4.101796313974248e-05,0.06662467295161316,0.7866045698947248,0.7867549918963073,-0.0001504220015824398,0.9764247833693314
3500071.0,0.7864260079283049,0.006357622908993002,10000,4.041936905295264e-05,0.06636451428931774,0.7864260079283049,0.7865400786062562,-0.00011407067795132786,0.9908852293192474
3700071.0,0.7862258647159288,0.006332406318705914,10000,4.0099369785186585e-05,0.06612067490001787,0.7862258647159288,0.7863386464304598,-0.00011278171453099617,0.9987926490498061
3900071.0,0.7860348532244159,0.00630741196422634,10000,3.978344568646558e-05,0.06589132209123462,0.7860348532244159,0.7861491814082954,-0.00011432818387946408,1.0067241557862268
4100061.0,0.785875971779957,0.006272497831827844,9999,3.9344229050285e-05,0.06567492102582143,0.785875971779957,0.7859704156331021,-9.444385314505421e-05,1.0178608564476848
4300051.0,0.7857157477416974,0.006250896123826708,10000,3.907370235087177e-05,0.0654701454572413,0.7857157477416974,0.7858012535118899,-8.55057701925066e-05,1.0250105150857478
4500051.0,0.7855546992196332,0.00622239173933507,10000,3.8718158957745313e-05,0.06527585880021547,0.7855546992196332,0.7856407561280779,-8.605690844476488e-05,1.0344230420842966
4700051.0,0.785450974418869,0.006192963826174138,10000,3.835280095230142e-05,0.06509109794348308,0.785450974418869,0.7854881278694504,-3.71534505814175e-05,1.0442772047544795
4900051.0,0.785315650191778,0.00617124289162866,10000,3.808423882747727e-05,0.06491501643305492,0.785315650191778,0.7853426694926685,-2.7019300890551712e-05,1.0516412302319154
5100051.0,0.7851719239723617,0.006150927820351743,10000,3.783391305117704e-05,0.06474687395148557,0.7851719239723617,0.7852037694322492,-3.184545988754728e-05,1.058599350238985
5300051.0,0.7850453393015534,0.006131707322916386,10000,3.759783469390643e-05,0.06458601943430921,0.7850453393015534,0.7850708898532995,-2.5550551746134076e-05,1.065246339291593
