R_center,X_bar,std,n,var
100091.0,0.2740068680082538,0.02617345085734113,10000,0.0006850495297816511
300091.0,0.2695422417607866,0.02151016252486643,10000,0.0004626870918461682
500091.0,0.2682978291012003,0.019884303625305397,10000,0.00039538553066333337
700091.0,0.2675635952786315,0.01902847720171641,10000,0.00036208294461624114
900091.0,0.2670583922413607,0.01733490849818131,10000,0.00030049905264031856
1100091.0,0.266733573395612,0.017436188368792647,10000,0.00030402066483202
1300091.0,0.2664712974347692,0.01781041174747959,10000,0.000317210766614759
1500091.0,0.2662073050582543,0.016581369617356394,10000,0.0002749418183873897
1700091.0,0.2660139624474482,0.016320720985418497,10000,0.00026636593348387973
1900091.0,0.2658607494746269,0.01641921665229171,10000,0.0002695906754748934
2100081.0,0.2656374954483937,0.01663520862368658,9999,0.00027673016595357634
2300071.0,0.2655401675192763,0.016184015516598614,10000,0.0002619223582415047
2500071.0,0.2654246269915644,0.015622601122095195,10000,0.00024406566582009005
2700071.0,0.2652438265209287,0.0151075458510816,10000,0.00022823794164253283
2900071.0,0.26514515440332787,0.015369786670597891,10000,0.0002362303422996886
3100071.0,0.2651116180259643,0.015915419446139976,10000,0.0002533005761465705
3300071.0,0.26500469445394603,0.01515895095688371,10000,0.00022979379411320556
3500071.0,0.2649068748350258,0.014699216470665381,10000,0.00021606696485148042
3700071.0,0.26480241058749254,0.014381908139458107,10000,0.00020683928173181136
3900071.0,0.2647599722452888,0.015124808017454725,10000,0.00022875981756486274
4100061.0,0.2646850650226524,0.01508151256884468,9999,0.00022745202136422005
4300051.0,0.2645917096903171,0.014568677589515088,10000,0.00021224636670723915
4500051.0,0.2645380858549713,0.014168981502826916,10000,0.0002007600368274513
4700051.0,0.2645225413198641,0.015083175209008095,10000,0.0002275021743856364
4900051.0,0.2644058315462291,0.014322014390347934,10000,0.0002051200961973333
5100051.0,0.2643511047301054,0.013911841235788506,10000,0.00019353932656978546
5300051.0,0.2643240163500077,0.0144799319870985,10000,0.0002096684303509983
5500051.0,0.2642963464484824,0.014476481832178707,10000,0.00020956852623740018
5700051.0,0.2642799629294708,0.014523891171432646,10000,0.00021094341475961918
5900051.0,0.2642168342925793,0.014044937984145009,10000,0.00019726028297847926
6100041.0,0.2641694857097416,0.014122552083261714,9999,0.00019944647734443976
6300031.0,0.2641222698935451,0.013833502502204463,10000,0.00019136579147849714
6500031.0,0.2641332708818569,0.014477570843957436,10000,0.00020960005754180642
6700031.0,0.26405051761915926,0.013944533004386334,10000,0.00019445000071041974
6900031.0,0.26400408262967223,0.01390414995758894,10000,0.0001933253860431205
7100031.0,0.2639526400355175,0.013746466444809648,10000,0.0001889653397182776
7300031.0,0.2639101935263047,0.013655195527575983,10000,0.00018646436489633112
7500031.0,0.263909085169968,0.014053695594553738,10000,0.00019750635986437914
7700031.0,0.2638725575214911,0.01378064150211483,10000,0.00018990608020980968
7900031.0,0.2638397768412199,0.013731277648271376,10000,0.0001885479858539171
8100021.0,0.2638421831897645,0.01606090553485908,9999,0.0002579526865996671
8300011.0,0.2637777054346463,0.013704449075287367,10000,0.00018781192445714478
8500011.0,0.2637284096385472,0.01354577734731406,10000,0.00018348808394300672
8700011.0,0.26371881180487755,0.013414604652415193,10000,0.00017995161798059934
8900011.0,0.2636753367651841,0.013463288660118556,10000,0.00018126014154567688
9100011.0,0.26368585290380686,0.013805795479276163,10000,0.00019059998881560213
9300011.0,0.2636443858725159,0.013423018662541922,10000,0.00018017743001494873
9500011.0,0.2636230921702786,0.013103011057906268,10000,0.00017168889878361394
9700011.0,0.26359392739958387,0.013439830069250619,10000,0.0001806290322903331
9900011.0,0.2635579875030172,0.013178550115061142,10000,0.00017367418313517805
