R_center,X_bar,std,n,var,x,y,yhat,resid,w
1022501.0,0.2609788334694713,0.031238638593239002,2251,0.0009758525411590012,0.07226602029498029,0.2609788334694713,0.2609209942316989,5.783923777241684e-05,1.0004422212395083
1067511.0,0.26081541021155824,0.03167621056966009,2250,0.0010033823160534457,0.07204174792992502,0.26081541021155824,0.26086009317095543,-4.468295939719091e-05,0.999997777782716
1112511.0,0.26087860857826667,0.03123288348178476,2250,0.0009754930105867434,0.07182808859181997,0.26087860857826667,0.2608020740729487,7.653450531797112e-05,0.999997777782716
1157511.0,0.2607433555045285,0.03166262775801576,2250,0.0010025219965426701,0.0716240920612924,0.2607433555045285,0.2607466789060317,-3.323401503219081e-06,0.999997777782716
1202511.0,0.26070831873720135,0.03168353152517021,2250,0.0010038461699064544,0.07142896720357372,0.26070831873720135,0.2606936928379107,1.4625899290632294e-05,0.999997777782716
1247511.0,0.26070675061870446,0.03119169330452046,2250,0.0009729217312032665,0.0712420144220798,0.26070675061870446,0.2606429258934452,6.382472525928717e-05,0.999997777782716
1292511.0,0.26054629958018133,0.03166644668089125,2250,0.0010027638453937284,0.07106261219358881,0.26054629958018133,0.2605942092982813,-4.7909718099981013e-05,0.999997777782716
1337511.0,0.26062928318394446,0.03118062153888317,2250,0.000972231159551065,0.07089020597750327,0.26062928318394446,0.2605473924671671,8.189071677733306e-05,0.999997777782716
1382511.0,0.26044033913052933,0.03165452220110315,2250,0.0010020087757801324,0.07072429901584153,0.26044033913052933,0.26050234050569415,-6.200137516482185e-05,0.999997777782716
1427511.0,0.26053924404496176,0.031174999268634408,2250,0.0009718805793993559,0.07056444465135164,0.26053924404496176,0.2604589321242848,8.031192067697868e-05,0.999997777782716
1472511.0,0.260377113974212,0.03164674210742735,2250,0.0010015162860140152,0.07041023987386169,0.260377113974212,0.26041705788570646,-3.9943911494477735e-05,0.999997777782716
1517511.0,0.26035396722704846,0.031627401430225556,2250,0.0010002925212286335,0.07026131986739917,0.26035396722704846,0.26037661872434453,-2.265149729607785e-05,0.999997777782716
1562511.0,0.26043952952640936,0.031180669387634793,2250,0.0009722341434609855,0.07011735337815833,0.26043952952640936,0.2603375246883758,0.00010200483803357585,0.999997777782716
1607511.0,0.2602555172552249,0.03161212221376607,2250,0.000999326270858082,0.06997803875993402,0.2602555172552249,0.26029969386590757,-4.4176610682677975e-05,0.999997777782716
1652511.0,0.2603462075078676,0.031172308471009536,2250,0.0009717128154117728,0.06984310058195485,0.2603462075078676,0.26026305146383677,8.315604403080767e-05,0.999997777782716
1697511.0,0.26020324052284577,0.031608241303511406,2250,0.0009990809183010043,0.06971228670616104,0.26020324052284577,0.2602275290141857,-2.4288491339952145e-05,0.999997777782716
1742511.0,0.26017704416534665,0.0316225482344402,2250,0.0009999855568394967,0.06958536575836746,0.26017704416534665,0.26019306368739753,-1.6019522050880752e-05,0.999997777782716
1787511.0,0.260241513147568,0.03113924004929306,2250,0.000969652270847497,0.06946212493153148,0.260241513147568,0.26015959769581465,8.191545175334491e-05,0.999997777782716
