D,R,N_R,H_R,C_sigma_inerte
-43,49341,2639,1.666666666667,0.346791288684
-43,49361,1577,1.000000000000,0.345262583866
-43,49381,1831,1.124825337680,0.356255374494
-43,49401,3022,1.896459585838,0.348617714394
-43,49421,1651,1.030432407276,0.350402038467
-43,49441,2189,1.329160008899,0.360037796730
-43,49461,2625,1.666868846162,0.344150244017
-43,49481,1582,1.000000000000,0.345594920590
-43,49501,1602,1.002383790226,0.349003739231
-43,49521,2643,1.666666666667,0.346171103205
-43,49541,1612,1.004319654428,0.350248539691
-43,49561,1724,1.070216500878,0.351390324477
-43,49581,3929,2.428571428571,0.352773792494
-43,49601,1624,1.007782101167,0.351257495522
-43,49621,1635,1.005763688761,0.354216782930
-43,49641,2649,1.666666666667,0.346195736335
-43,49661,1620,1.002134471718,0.351980626061
-43,49681,1585,1.000000000000,0.344985082520
-43,49701,2617,1.666867869862,0.341597720206
-43,49721,2096,1.286076305786,0.354469103937
-43,49741,1626,1.000040208279,0.353507326058
-43,49761,3565,2.169590643275,0.357123665272
-43,49781,1604,1.002691790040,0.347548500796
-43,49801,1633,1.000040159836,0.354640998139
-43,49821,2646,1.666666666667,0.344669641282
-43,49841,1602,1.000000000000,0.347669234854
-43,49861,2108,1.291851346744,0.354000345003
-43,49881,2656,1.669272869429,0.345054972787
-43,49901,1638,1.000000000000,0.355094093802
-43,49921,1586,1.000000000000,0.343696250022
-43,49941,3094,1.909993792675,0.350915124034
-43,49961,1581,1.000000000000,0.342363759862
-43,49981,1672,1.019367359597,0.355061606916
-43,50001,3424,2.142857142857,0.345764985068
-43,50021,1606,1.000039983207,0.347384968977
-43,50041,1644,1.012269938650,0.351180792166
-43,50061,2844,1.756756756757,0.349933674525
-43,50081,1695,1.032786885246,0.354624980575
-43,50101,1615,1.000000000000,0.348839363263
-43,50121,3050,1.889567247262,0.348524352485
-43,50141,2573,1.519056261343,0.365598424176
-43,50161,1624,1.000000000000,0.350402520141
-43,50181,101,1.675235646958,0.013003777631
-43,50201,1627,1.000677277345,0.350558508955
-43,50221,1613,1.000000000000,0.347651701936
-43,50241,2643,1.666865707291,0.341624964623
-43,50261,1602,1.000039792284,0.345017716836
-43,50281,2137,1.289652154890,0.356755995247
-43,50301,3298,1.999542752629,0.354978904347
