D,C_base,C_inf,se_C_inf,a,se_a,S_Delta,R2
-163,0.2763150168038978,0.15605239821729253,6.32792472508812e-05,-0.010440515847549445,0.0009706272986405183,0.5647626394769696,0.3688266928194899
-67,0.4309837432842977,0.24129718863820868,0.00010689337765426726,0.27154955418145416,0.001639615433220523,0.559875383696404,0.9928331671749271
-43,0.5379774380880832,0.30346910482082223,0.0001400189493771948,0.3996205268058858,0.0021477217333772487,0.5640926242173285,0.9943134488269133
-19,0.8093222677143657,0.47318524539370793,0.00020847400068384916,0.5899492445489255,0.003197739620989695,0.5846685112594843,0.9942163369593671
-11,1.0636578451631447,0.6507083824085074,0.0002805535784630863,0.6655528450602439,0.004303353371254965,0.6117647562771478,0.9917901745656069
-8,1.2472493800032607,0.6920676162950297,7.036868380775172e-05,0.8193748839007334,0.0010793707011465072,0.5548750934582308,0.9996565275152274
-7,1.3333656730966912,0.43148511233631115,0.00018587867560855887,0.5125569045655733,0.002851154598371115,0.3236059852464953,0.9939106645682123
-4,0.8819384944310228,0.7350324819819152,6.443918245219267e-05,0.7748225637090183,0.000988419305024275,0.833428279435877,0.9996778907497718
-3,0.6789165695579257,0.5660054456931966,6.511005556164974e-05,0.5634263709998364,0.0009987096890324981,0.8336892500086559,0.9993782736412574
